question,answer,A,B,C,D
"What is the meaning of the Chinese proverb, Riding a mule while looking for a horse?",Keeping what you have but looking for better options,Keeping what you have but looking for better options,Looking for something that you already have,"Looking for trouble, not being satisfied with what you have",Taking what you have for granted
What word is missing from the Chinese proverb: A ... can start a fire that burns the entire prairie?,Spark,Child,Match,Spark,Straw
"Complete the Chinese proverb, ââ¦ must be chiseled before it can be considered a gemâ.",Jade,Amethyst,Diamond,Jade,Sapphire
"What is the missing verb from the Chinese proverb originating from the works of Chinese philosopher Confucius, I hear and I ...; I see and I remember; I do and I understand?",Forget,Forget,Ignore,Learn,Discover
"The name of what animal is missing in the Chinese proverb, A ... father has no canine sons?",Tiger,Panda,Tiger,Dragon,Crocodile
"Complete the Chinese proverb, If you have money you can make ... push your grind stone.",the devil,the devil,everyone,the Emperor,your neighbor
What is the missing word from the following Chinese proverb: To hit a ... with a meat-bun?,Dog,Cook,Dog,Wall,Rock
"What is the meaning of the Chinese proverb, A drop of water shall be returned with a burst of spring?",You should respond to small favor with a larger one.,Small things can lead to big results.,You should respond to small favor with a larger one.,A small investment will pay back generously.,Seemingly insignificant things can grow with time.
"What is the missing phrase from the Chinese proverb, A single day of sub-zero temperature is not enough to create ...?",Three feet of ice,Ice cream,Three feet of ice,An ice palace,Winter
What does the word wan mean?,pale,enigmatic,happy or cheerful,memorable,pale
What does the word kirk refer to?,A church,Type of redwood tree,A species of conifer tree,Type of horsedrawn carriage used in Victorian times,A church
What does the word kirk refer to?,A church,,,,
The following sentence is written in what language:,Swedish,Dutch,Danish,Swedish,German
In what language is this line: ,Spanish,Swedish,French,Spanish,Hebrew
Name the language in which this sentence is written: ,Lakota,Lakota,Japanese,Icelandic,Hawaiian
In what language is the sentence:,Finnish,Hungarian,Finnish,German,Bulgarian
Is this the correct usage of the word inferring? ,No,No,Yes,,
Is this the correct usage of the word continually? ,No,No,Yes,,
"In the following sentence, which word is incorrect?  ",None of the words is incorrect; the sentence is correct as is.,principal,principle,unprincipled,None of the words is incorrect; the sentence is correct as is.
"The main function of this nucleic acid, consisting of a string of covalently-bound nucleotides, is to copy genetic information.",RNA,REO,RSI,RAROC,RNA
In Egyptian mythology this is known as the soul/personality of a person. It is sometimes depicted as a human-headed bird.,Ba,Akh,Sheut,Thoth,Ba
Camulatz is the bird that ate the heads of the first men according to this mythology.,Maya,Chippewa,Maya,Persian,Chinese
Chamrosh is said to rule and protect all avifauna on Earth.,True,True,False,,
The griffin is a legendary creature with the body of this animal and the head and wings of an eagle.,Lion,Lion,Snake,Dog,Horse
"In Greek mythology, the Harpies were beautiful winged women best known for doing this to Phineas (a King of Thrace, son of Agenor who had the gift of prophecy).",Constantly stealing food from him,Constantly lying to him,Constantly seducing him,Constantly stealing gold from him,Constantly stealing food from him
Hugin and Munin are Odins two companion birds in Norse mythology. They are these bird species.,Ravens,Hawks,Doves,Eagles,Ravens
Phoenixes can be only male.,True,True,False,,
"The second time Noah sent the dove from the Ark, the bird returned with this.",Olive leaf,Grass leaf,Palm leaf,Olive leaf,Apple leaf
Garuda is one of the main forms of God in Hinduism. He is described as having all of these except one.,Ravens beak,Ravens beak,Red wings,Golden body,White face
"Raven, the spirit of the raven bird, is a god in the mythology of various native peoples of northwest North America. It is considered to be the god of loyalty and truth.",False,True,False,,
Fill in the blank with the correct word:,its,its,...,its,...
To which language group does English belong?,Germanic,Italic,Germanic,Slavic,Celtic
Which Central European language is not a Slavic one?,Hungarian,Czech,Polish,Hungarian,Slovak
What language is spoken in Austria?,German,German,Hungarian,English,Austrian
Many neighbouring European countries have similar languages. The languages of which two countries belong to different language groups?,Sweden and Finland,Sweden and Finland,Portugal and Spain,Poland and Czech Republic,France and Belgium
"Which country is called Tyskland, Niemcy or Allemagne by some of its neighbors?",Germany,Ukraine,Turkey,Germany,Norway
The people of which Balkan country do not use a Cyrillic alphabet?,Greece,Greece,Poland,Macedonia,Bulgaria
Which of these languages is closest to Italian?,Romanian,Romanian,Serbian,Greek,Bulgarian
Esperanto is the official language of which country?,It is not a language of any country.,It is not a language of any country.,Vatican,Estonia,Poland
In which part of Germany will you most likely find people speaking Wendish (also called Sorbian)?,Saxony and Brandenburg,Bavaria,Lower Saxony,Holstein,Saxony and Brandenburg
What language is spoken by the most people in the European Union as their native language?,German,English,French,German,Spanish
In which country is Flemish mostly spoken?,Belgium,France,Luxembourg,Holland,Belgium
The modern unicorn is depicted as a horse with a single horn. Traditionally unicorns were depicted much differently. Which of these features was not depicted as part of the traditional unicorn?,Snake-like tongue,Snake-like tongue,Bill goats beard,Lions tail,Cloven hooves
The spiralled horn of a unicorn was called an Alicorn.,True,False,True,,
Was the unicorn part of Greek mythology?,No,No,Yes,,
In ancient times items made of unicorn parts were very valuable for what reason?,All of these,Unicorn horns and parts were thought to be medicinal.,They were very rare,All of these,The parts were thought to be aphrodisiacs.
Which of these countries has a unicorn on its coat of arms?,Scotland,Italy,Spain,France,Scotland
Portugal has a unicorn on its coat of arms and royal seals.,False,True,False,,
The coat of arms of the Society of Apothecaries in London is adorned with how many unicorns?,2,2,0,4,1
A supposed unicorn skeleton was found in a cave in Europe. The skeleton was found to be a hoax but the cave retained the name Unicorn Cave. In which European country is Unicorn Cave located?,Germany,Switzerland,Britain,France,Germany
Many explorers such as Marco Polo may have confused rhinoceros for unicorns.,True,False,True,,
It was the third of June when Mama announced that Billy Joe McCallister jumped off the,The song never reveals what was thrown off the bridge,Something small and wrapped in a blanket,Something that flashed in the sun,The song never reveals what was thrown off the bridge,Gun
In 1814 we took a little trip,The Ballad of New Orleans,The Ballad of New Orleans,The Ballad of Mighty Mississip,The Ballad of Colonel Jackson,The Ballad of Davey Crockett
Which term is preferred by more and more female performers of stage and screen?,Actor,Actor,Actress,Diva,Thespian
Which of the following refers to the female side of the family?,Distaff,Maternal patronage,Distaff,Mastif,Maternity
Grammatically correct gender terminology  includes which of the following?,All of these,All of these,Neuter,Masculine,Feminine
What is the term for a male sibling?,Brother,Brother,Cousine,Cousin,Uncle
What is a female octopus called?,Hen,Cow,Hen,Sow,Dam
What is the more common term for a male or female ecdysiast?,Stripper,Novice,Dilettante,Orator,Stripper
The word bachelorette has replaced which offensive term for an unmarried older woman?,Spinster,All of these,Ugly Sister,Spinster,Loser
Which of the following terms refers to a female homeless child who roams the streets?,Gamine,Gamin,Orphan,Gamine,Prostitute
Which term applies to a woman who has earned a PhD?,Doctor,Academic,Doctor,Philosopher,Doctorate
What is the term for a female baby kangaroo?,Joey,Fawn,Joey,Filly,Josephine
Where will you most likely hear howdy as a greeting?,Texas,Scotland,Singapore,Texas,Zimbabwe
"Shalom aleichem and Salam alaikum are common greetings in Hebrew and Arabic, respectively. What is the meaning of both?",Peace to you,How are you,Good day,Peace to you,May God be with you
In which language is Hola used as a greeting?,Spanish,Greek,Japanese,Spanish,Polish
A Japanese greeting meaning good morning is pronounced like the name of this US state.,Ohio,Utah,Idaho,Mississippi,Ohio
How could you welcome your Italian friend in his/her native language?,Salve,Hasta luege,Ahoj,Salve,CzeÅÄ
At what time of the day is it proper to use the Dutch greeting goedenavond?,Evening,Morning,Evening,Noon,All day
What is the literal meaning of the French greeting bon jour?,Good day,Hello,How are you,Peace to you,Good day
The Chinese term Kowtow refers to an act of deep respect. How is it performed?,By kneeling and bowing so low as to touch the head to the ground,By kissing hand,By kissing cheek,By bowing,By kneeling and bowing so low as to touch the head to the ground
"You probably wouldnt be able to pronounce the word czeÅÄ, but try to guess in which language is it used as a greeting.",Polish,Malay,Polish,Hindu,Danish
"In south Germany and Austria, GrÃ¼Ã Gott is commonly used as a greeting. What does it literally mean?",God bless you,Good day,How are you,Peace to you,God bless you
Sik Jo Fan Mei means have you eaten yet?. In which country it is used as a greeting?,China,China,Vietnam,Japan,Korea
In which culture is pressing noses used as a greeting?,Maori (New Zealand),Eskimo (Finland),"Inca (Peru,Bolivia)",Zulu (South Africa),Maori (New Zealand)
Two words that can be interchanged in a context are said to be antonyms.,False,True,False,,
What word means the same as meager?,paltry,same,alot,multiply,paltry
Constant means changing.,False,True,False,,
Sick is the same as ill.,True,False,True,,
Which of these words is a synonym of research?,investigate,populate,regulate,try,investigate
There many words that have the same meaning as low. Which of the following is NOT one of them?,escape,escape,soft,miserable,humble
"The words barbed, biting, nipping or pungent could mean what?",sarcastic,morbid,moronic,casual,sarcastic
Whats the name of the singer who was involved with bicyclist Lance Armstrong?,Sheryl Crow,Sheryl Crow,Sheila Winestein,Sheryl Underwood,Laura Sheen
"This prolific author was also a screenwriter, penning the likes of I Dream of Jeannie, Hart to Hart and The Patty Duke Show.",Sidney Sheldon,Paul Sheldon,Shelby Davis,Arthur Sherwood,Sidney Sheldon
"The Jeffersons TV series, starring Sherman Hemsley, was a spinoff of All In The Family.",True,True,False,,
The group S.H.E plays country music in China.,False,True,False,,
In chemistry SHE stands for Standard Helium Electrode.,False,True,False,,
This actress is best known for playing Olive Oyl in 1979 and Wendy Torrance in 1980.,Shelley Duvall,Laura Sheath,Norma Sheer,Shelly Winters,Shelley Duvall
This influential English political philosopher believed in rule by absolute sovereign and the need for a social contract. His masterwork is Leviathan.,Thomas Hobbes,Thomas Hobbes,John Locke,Rene Descarte,Bertrand Russell
This early scholastic philosopher was a Franciscan friar best known for his principle that opposes multiplying unnecessary entities in making propositions or drawing conclusions.,William of Ockham,William of Ockham,St. Jerome,John Scottus,St. Augustine
This Twentieth Century English pacifist was the founder of analytic philosophy. His History of Western Philosophy helped him garner the Nobel Prize for Literature in 1950.,Bertrand Russell,Georg Hegel,G.E. Moore,Alfred Whitehead,Bertrand Russell
This influential philosopher espoused the master-slave theory of morality and believed in the will to power as the motivating force behind animal and human behavior.,Nietzsche,Wittgenstein,Hegel,Nietzsche,Dewey
This Seventeenth Century Dutch rationalist was a pantheist excommunicated from the Jewish Church for heresy. He believed mind and body were of one substance. His greatest contributions were in the field of moral philosophy.,Spinoza,Spinoza,Dewey,Wittgenstein,Leibniz
His Categorical Imperative was a concept for moral actions based on the premise that one should act only according to the maxim that such action could or would be made into a universal law.,Kant,Kant,Locke,Rousseau,Moore
"He was a Seventeenth Century rationalist who invented calculus, put forth the doctrine of  Windowless Monads, and believed that this universe was the best possible one God could have created.",Leibniz,Spinoza,Hume,Rousseau,Leibniz
"The sailors in South Pacific love a woman whose skin is as tender as DiMaggios glove and is always chewin betel nuts. If anyone has objections,  Well aint that too damn bad.",Bloody Mary,Bloody Mary,Sweet Pea,Roxie,Sally Bowles
The Andrew Lloyd Webber song I Dont Know How to Love Him is about what character?,Jesus Christ,The Phantom of the Opera,Jesus Christ,Judas Iscariot,Juan PerÃ³n
Which of these songs from the movie Cabaret originated in the Broadway version?,Tomorrow Belongs to Me,Mein Herr,Maybe this Time,"Money, Money",Tomorrow Belongs to Me
"These songs all appear in the original Broadway version of The Sound of Music, but not in the movie version. Which one of them is NOT sung by Max and the Baroness?",An Ordinary Couple,An Ordinary Couple,None of these,No Way to Stop It,How Can Love Survive?
"This ensemble song was removed just prior to the opening of the musical Show Boat, but its music remained as part of the overture.",Misrys Comin Around,Cotton Blossom,Til Good Luck Comes My Way,Life Upon the Wicked Stage,Misrys Comin Around
The song Send in the Clowns from the musical A Little Night Music was specifically written for which actress?,Glynis Johns,Glynis Johns,Shirley Jones,Elizabeth Taylor,Barbra Streisand
Which of these movie musical numbers was NOT nominated for a Best Original Song Oscar?,"Come What May, Moulin Rouge","Blame Canada, South Park: Bigger, Longer and Uncut","Under the Sea, The Little Mermaid","Somewhere Over the Rainbow, The Wizard of Oz","Come What May, Moulin Rouge"
"The song A Little Priest, from Stephen Sondheims 1979 musical Sweeney Todd, is about what?",Cannibalism,Cannibalism,Christian Charity,Catholicism vs. Protestantism,Clergy Corruption
"According to a popular song from the 2003 puppet musical Avenue Q, what is the Internet for?",Porn,Porn,Quizzes,MySpace,Scholarly Research
"One of the best-known tales of Arthurian times is The Sword in the Stone, written by T. H. White.  In the book, the soon-to-be-king, Arthur, is lives with which of these people?",Sir Ector,King Pellinore,Merlyn,Sir Grummore Grummursum,Sir Ector
"In the popular childrens animated musical, Quest For Camelot, what well-known female singer provided the singing voice for Lady Juliana?",CÃ¨line Dion,Brittney Spears,Faith Hill,Amy Grant,CÃ¨line Dion
"In 1456, Sir Thomas Mallory completed what is one of the most well-known accounts of the life of King Arthur, called Le Morte DArthur.",False,True,False,,
"During the reign of King Henry II, what is thought to be the grave of King Arthur, was discovered where in England?",Glastonbury,Salisbury,Glastonbury,"London (or, as it was once called, Londres)",Avalon
"Is it true that in Greek mythology, Medusa, who was a beautiful girl with beautiful hair, became a Gorgon with serpents in her hair because she was arrogant and dared to compare her beauty to that of Athena?",No,Yes,No,,
What does Gigantoleteira mean?,The giants destroyer,The giants destroyer,The worshipper of giants,The giant hero,The friend of giants
What does the name Ergane mean?,Worker,Hero,Maiden,Strong,Worker
What kind of musical instrument did Athena invent?,Flute,Harp,Flute,Lyre,Guitar
"What does Korih, one of Athenas names, mean?",Virgin,Hero,Goddess,Worker,Virgin
Ancient Greeks believed that this Titan created man.,Prometheus,Ouranos,Kronos,Prometheus,Epimetheus
"This Titan overthrew his father, Ouranos and ruled over the Earth before the gods.",Cronus,Oceanus,None of these,Cronus,Zeus
These mythological figures were gigantic beings with one hundred hands.,Hecatoncheires,Cyclops,Hecatoncheires,Gorgons,None of these
Which Greek god is known as the Earth-shaker?,Poseidon,Neptune,Hephaestus,Poseidon,Hades
Zeus is the Greek god of the sky and the chief of the gods.,True,True,False,,
Name the mythological giant three-headed dog that guarded the gate to the underworld.,Cerberus,Cerberus,Chimaera,Echidna,Orthrus
What was the home of the gods in Greek mythology?,Mt. Olympus,the Elysian Fields,Tartarus,Mt. Olympus,None of these
"According to Greek mythology, Pegasus and his brother, Chrysaor were born when Perseus decapitated this monster.",Medusa,Medusa,Akimbo,None of these,Minotaur
"According to Greek mythology, Odysseus and his men landed on the island of the Lotus Eaters following the Trojan War.",True,False,True,,
"Polyphemus, the one-eyed son of Poseidon, asked his father not to allow this mythological hero to return home.",Odysseus,Eurymachus,Telemachus,Maron,Odysseus
"Baroque painters Caravaggio and Rembrandt used chiaroscuro, an art technique, related to the distribution of light and dark in a painting.",True,False,True,,
"Diego Velazquez, a Spanish Baroque Era painter, became most famous with what kind of paintings?",Portraits,Paintings on war subject,Still lives,Portraits,Paintings on biblical subject
"Boy Blowing a Horn, a sculpture created by Italian Baroque Era sculptor Pietro Tacca, is displayed where?","in the Hermitage Museum, Saint Petersburg, Russia","in the Courtauld Institute of Art, London, UK","in the Hermitage Museum, Saint Petersburg, Russia","in the National Gallery of Art, Washington D. C.","in the Art Gallery of the University of Rochester, New York"
"Works of Pietro Bernini, a Baroque Era sculptor, are displayed in which American museum?","The Metropolian Museum of Art, New York City","Asheville Art Museum, North Carolina","Boston University Art Gallery, Massachusetts","The Metropolian Museum of Art, New York City","Huntington Museum of Art, West Virginia"
"Ottavio Leoni, an Italian Baroque Era printmaker and painter, painted which of the following drawings?",Urban III,Ritratto di Paolo Morigia,Urban III,Judith with the Head of Holofernes,Grotesque Head
"Rubens, one of the most famous Flemish Baroque Era painters, was a student of Cornelis de Vos.",False,True,False,,
"Where did Diego Velazquez, a Spanish Baroque Era painter, spend his middle period?",Madrid,Madrid,Genoa,Barcelona,Florence
In India dacoit  is a synonym for what word?,bandit,bandit,miner,wagon,mongoose
Dear Elle:hes a lucky guy--,Omigod You Guys,So Much Better,Bend  Snap,Ireland,Omigod You Guys
What division is based on the different treatment of the three original velar rows?,Satem and Centum languages,Satem and Centum languages,Balto-Slavic and Indo-Hittite languages,Proto-Indo-European and Indo-European languages,Anatolian and Tocharian languages
Venetic is an extinct language from the Indo-European family that was spoken in what country?,Italy,Spain,France,Italy,Belgium
"The official language of the Hittite Empire, the Hittite language, is part of what group of extinct Indo-European languages?",Anatolian,Celtic,Tocharian,Anatolian,Indo-Iranian
What language of the Baltic group is extinct?,Selonian,Samogitian,Latgalian,Selonian,New Curonian
English belongs to what group of languages in the Indo-European family?,Germanic,Germanic,Celtic,Italic,Baltic
The Grimms law describes what Proto-Indo-European language?,Proto-Germanic language,Proto-Germanic language,Proto-Celtic language,Proto-Greek language,Proto-Balto-Slavic language
To what group belongs the Spanish language?,Italic,Anatolian,Germanic,Celtic,Italic
What language from the South-Slavic branch usees Cyrillic script?,Bulgarian,Slovenian,Croatian,Bulgarian,Bosnian
"The Scythians, who dominated the Pontic steppe throughout Classical Antiquity. spoke a language that belongs to what Indo-European group?",Indo-Iranian,Tocharian,Slavic,Anatolian,Indo-Iranian
What is the largest subdivision of Indo-European as regards the largest number of native speakers and of individual languages?,Indo-Iranian,Indo-Iranian,Slavic,Italic,Germanic
How is the Echidna described Greek mythology?,"Half-woman, half-serpent","Womans body, with a fish tail","Half-woman, half-serpent",None of these,"Womans body, with serpents instead of hair"
What kind of creature is Pegasus according to Greek legends?,Winged horse,Winged ram,Winged dog,Winged horse,Winged dragon
During which century did Italian painter Michelangelo live and work?,15th-16th century,13th-14th century,7th-8th century,10th-11th century,15th-16th century
"According to painter and sculpture Michelangelo, art originated from which of the following?",Inner inspiration,Madness,Pain,Inner inspiration,Divine gift
What was Michelangelos view of nature and its place in art?,He saw it as an enemy.,He saw it as an enemy.,He believed the human being was a masterpiece of Mother Nature.,He saw nature as a miracle.,None of these
Which of these statements is true about Michelangelo?,He lived in poverty.,He lived an extravagant life.,He enjoyed eating and drinking most of all.,He lived in poverty.,None of these
Painter and sculptor Michelangelo is believed to have had homosexual inclinations.,True,False,True,,
Which of these phrases is a synonym of limbo?,Middle ground,Social ground,Core ground,Muddy ground,Middle ground
Which of these phrases refers to cemetery?,Burying ground,Isoglosses ground,Exclusive ground,Social ground,Burying ground
What phrase is a synonym of jungle?,Uncultivated ground,Kindred ground,Solid ground,Uncultivated ground,Wet ground
What does the term swale refer to?,Low ground,Low ground,Grooved ground,Atomic ground,Middle ground
Which phrase is a synonym of chase?,Hunting ground,Low ground,Hunting ground,Quick ground,Sacred ground
What does the word bog mean?,Spongy ground,Low ground,Spongy ground,Dumping ground,Bleery ground
What is the meaning of the word hardpan?,Hard ground,Still ground,Spongy ground,Hard ground,Low ground
What syntactic element is not part of the predicate?,Subject,Adjunct,Subject,Subject Complement,Direct Object
"What category is never marked on Non-Finite Verb Phrases such us to have been studying, being studied, etc?",Tense,Correlation,Aspect,Tense,Voice
"In the sentence Cristiano Ronaldo was the best player available, what is the syntactic function of the Noun Phrase the best player available?",Subject Complement,Subject Complement,Object Direct,Subject,Object Indirect
What sentence is not in the indicative clause type (or mood)?,Dont move!,Are you alone?,Dont move!,You are beautiful.,What a clever girl she is!
"What sentence contains an Obligatory Adjunct, also known as Predicator Complement?",The baby weighs 9 pounds.,The bus stopped suddenly.,The baby weighs 9 pounds.,The police found him without much difficulty.,She has left her husband for him.
Identify the Operator in the sentence: The football match must have been played last Saturday.,must,have,must,been,played
"The nominal clauses are finite dependent clauses that fulfill the functions of Subject, Object and Complement in clause structure. There are four main types: wh-nominal relative, dependent exclamative, wh-interrogative and what other type?",that-clause as in He saw that the bottles were empty.,"circumstantial clause as in As soon as I got home, I phoned him.",relative clause as in Ann bought the red coat that had black buttons.,that-clause as in He saw that the bottles were empty.,comparative clause as in Paul won more money than he had expected.
"Where do we have an example of code, one of the NICE constructions (negation, inversion, code and emphasis)?","I will stay, if you will.","Please, stay!",I do want to stay.,"I will stay, if you will.",I dont want to stay.
In what sentence is there a modifier in the Adverbial Phrase?,My shoes are bright red.,The French have come to sigh the contract.,They left for good.,I will find the person responsible.,My shoes are bright red.
Of what kind is the coordination between the clauses in the sentence You should neither ask him for money nor accept it if he offers?,Alternation,Addition,Variation,Explanation,Alternation
"Complete this line from a song, featured in the movie Cannibal! The Musical:",a baked potato,a baked potato,a toaster oven,an apple pie,a furnace
